"Message",Normal,"    53 |          1 | WriteAssemblies"
"Message",Low,"Esecuzione attività ""ILTransformTask"" completata."
"Message",Low,"Compilazione destinazione ""InjectWindowsRuntimeTypeForwards"" nel progetto ""Unnamed_1"" completata."
"Message",Low,"Destinazione""InjectCoreLibTypeForwards"" ignorata. Condizione false. ('$(UseSharedAssemblies)' != 'true') ha restituito ('true' != 'true')."
"Message",Low,"Destinazione ""PreResolveTransforms"" nel file ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets"" dal progetto ""C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\Unnamed_1"" (la destinazione ""RunILTransforms"" dipende da essa):"
"Message",Low,"Compilazione completa della destinazione ""PreResolveTransforms"" in corso."
"Message",Low,"Il file di output ""C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\ClientDemo.exe"" non esiste."
"Message",Low,"Attività ""MakeDir"""
"Message",Normal,"Creazione directory ""C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\""."
"Message",Low,"Esecuzione attività ""MakeDir"" completata."
"Message",Low,"Attività ""Message"""
"Message",Normal,"Running AssemblyClosureTask in PreResolveTransforms"
"Message",Low,"Esecuzione attività ""Message"" completata."
"Message",Low,"Verrà utilizzata l'attività ""AssemblyClosureTask"" dall'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Attività ""AssemblyClosureTask"""
"Message",Low,"Esecuzione attività ""AssemblyClosureTask"" completata."
"Message",Low,"Attività ""ILTransformTask"" ignorata. Condizione false. ('@(PreResolveTransforms)' != '') ha restituito ('' != '')."
"Message",Low,"Verrà utilizzata l'attività ""Copy"" dall'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Attività ""Copy"""
"Message",Normal,"Copia del file da ""C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\obj\x86\Release\ilc\in\ClientDemo.pdb"" a ""C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\ClientDemo.pdb""."
"Message",Low,"Esecuzione attività ""Copy"" completata."
"Message",Low,"Attività ""Copy"""
"Message",Normal,"Copia del file da ""C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\obj\x86\Release\ilc\in\ClientDemo.exe"" a ""C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\ClientDemo.exe""."
"Message",Low,"Esecuzione attività ""Copy"" completata."
"Message",Low,"Attività ""Copy"" ignorata. Condizione false. ('$(HasMcgPatchDlls)'=='true') ha restituito (''=='true')."
"Message",Low,"Compilazione destinazione ""PreResolveTransforms"" nel progetto ""Unnamed_1"" completata."
"Message",Low,"Destinazione ""InitInputResourceName"" nel file ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets"" dal progetto ""C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\Unnamed_1"" (la destinazione ""RunILTransforms"" dipende da essa):"
"Message",Low,"Attività ""ResolveFilePathTask"" ignorata. Condizione false. ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) ha restituito ('C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\obj\x86\Release\ilc\in' != '' and Exists('C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\obj\x86\Release\ilc\in\obj\'))."
"Message",Low,"Verrà utilizzata l'attività ""ResolveFilePathTask"" dall'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Attività ""ResolveFilePathTask"""
"Message",Low,"Esecuzione attività ""ResolveFilePathTask"" completata."
"Message",Low,"Compilazione destinazione ""InitInputResourceName"" nel progetto ""Unnamed_1"" completata."
"Message",Low,"Destinazione ""PreResolveTransforms"" ignorata. La compilazione era stata completata in precedenza."
"Message",Low,"Destinazione ""SetForSharedInputs"" nel file ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets"" dal progetto ""C:\sharp7-full-1.0.0\examples\UWP\ClientDemo\ClientDemo\Unnamed_1"" (la destinazione ""ResolveInitialReferences"" dipende da essa):"
"Message",Low,"Compilazione completa della destinazione ""SetForSharedInputs"" in corso."
"Message",Low,"Nessun file di input specificato."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyListPath)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedAssemblyList.txt'))."
"Message",Low,"Verrà utilizzata l'attività ""ReadLinesFromFile"" dall'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Attività ""ReadLinesFromFile"""
"Message",Low,"Esecuzione attività ""ReadLinesFromFile"" completata."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedAssemblyILMergeInfo.csv'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\SharedLibrary.iltransformtoc.ildll'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.IO.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.Expressions.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.ObjectModel.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.CoreLib.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Interop.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Core.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Execution.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Metadata.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Threading.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.TypeLoader.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Uri.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.Extensions.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.Primitives.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Reflection.TypeExtensions.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Resources.ResourceManager.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Runtime.Extensions.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Runtime.Implementation.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Text.RegularExpressions.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.SharedLibrary.Interop.Generated.iltoc'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.IO.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Linq.Expressions.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.ObjectModel.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.CoreLib.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Interop.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Core.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Execution.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Reflection.Metadata.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Threading.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.TypeLoader.iltocpdb'))."
"Message",Low,"Attività ""IlcErrorTask"" ignorata. Condizione false. (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) ha restituito (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.3\1.3\x86\ret\AnalysisILToc\System.Private.Uri.iltocpdb'))."
